URL,Date,Title,Content
https://www.themorning.lk/articles/pzs040sXs7iNfCVbKrYq,27 Mar 2023,Faizal Salieh meets stakeholders,"Discusses way forward for stock marketThe Chairman, Securities and Exchange Commission of Sri Lanka (SEC), Faizal Salieh, met with representatives of the stock broking industry last Monday (20) at the SEC and deliberated issues that currently impact the capital market and the way forward. SEC Director General Chinthaka Mendis, Colombo Stock Exchange (CSE) Chairman Dilshan Wirasekara, CSE Chief Executive Officer Rajeeva Bandaranaike and other officials of both the SEC and CSE, participated at the meeting.The meeting commenced with the Chairman explaining that, although the SEC has more teeth under the new Act, it is mindful in playing a balanced regulatory role with due consideration to both market development and market facilitation. He emphasised the need to safeguard investors while helping the market grow by doing the right thing the right way and added that the stock brokers are the front liners in the market who engage with clients directly and therefore should act with due responsibility in advising clients and trading on the Exchange.During the meeting, the SEC Chairman stressed the importance of self-governance at the market institution, market intermediary and market operator levels and their responsibility to safeguard and uphold public interest.  Salieh urged the participants to move away from short-termism towards long-term sustainability collectively in order to build investor trust and confidence in the capital market. He added that, “Our capital market must become a good alternative source for capital funds, like in other jurisdictions and that we are being watched by overseas and local investors on how the market behaves and is regulated”.In addition, Salieh encouraged the stock brokers to develop in-house research capabilities which is now a requirement under the new SEC Act, review risk mitigation policies and processes, ensure succession planning and strengthen the compliance function. He suggested that a  Compliance Officers Forum be created to enable exchange of views, best practices and improve compliance in the market.The industry participants while appreciating the various initiatives taken by the SEC, shared their ideas and suggestions to develop the market. Among the topics that received significant attention were, the listing of identified State Owned Enterprises, attraction of captive funds such as pension and retirement funds to the market and listing of Green and Blue bonds, and Infrastructure Bonds.Salieh requested all stakeholders to come together in driving the market in a sustainable and professional manner.
"
https://www.themorning.lk/articles/O41ZhcdrsQ9mHJuoJmXY,24 Sep 2023,"LOLC Divi Saviya programme reaches out to 2,000 schools","LOLC Group has reaffirmed its commitment to corporate social responsibility through the successful achievement of a pivotal milestone in its LOLC Divi Saviya initiative. LOLC Divi Saviya, which was launched in February 2023, has been a beacon of hope for the most deserving children across Sri Lanka. This ambitious project has now successfully reached out to 2,000 schools as at date, transforming the educational journey of countless children.To commemorate this momentous occasion, a special event was organised at the Pungudutivu Roman Catholic Tamil Mixed School on 15 September, where essential school supplies were distributed to the students in the presence of several well-wishers. Sakunthala, representing the parents of Hettiyawa Primary School in Anuradhapura, addressed the profound impact of the LOLC Divi Saviya project: “It is a day when hope rained down upon us, just like the much-needed rain during a drought. When our villagers, whose livelihood is agriculture, were struggling with helplessness, wondering how to provide for our children’s education, LOLC emerged as our guide. “I am overwhelmed with gratitude for the joy you have brought into our hearts. While we struggled to afford the essential school equipment that our children need for unhindered learning, LOLC’s Divi Saviya has come forward to support the children of our nation.” Rupika Prashanthi, a parent at Thannabodhiya Vidyalaya, expressed similar emotions: “On behalf of our school, I want to extend our deepest thanks to LOLC for selecting our school in the rural Walapane region for this initiative. This contribution has a thoughtful impact on the education of our children and we are truly touched by your generosity.”Dhammika Priyangani, speaking on behalf of the parents of Arugammana Maha Viddayalaya, Kegalle, shared her heartfelt sentiments: “The Divi Saviya programme has been a lifeline for children who face financial hardships in the pursuit of their education. Our gratitude to LOLC knows no bounds and we hope that your institution continues to champion such profoundly impactful social initiatives.”The Divi Saviya initiative, which commenced in February 2023, began with 1,390 schools and expanded its reach across the entire island. Under the second phase, initiated in August, the project is set to extend its assistance to 1,512 additional schools, catering to the students’ needs. Operating under the theme ‘For the future of the children,’ this programme provides school requirement kits comprising school bags, exercise books, pens, pencils, and colour boxes to schoolchildren. The LOLC Group has made a substantial investment of Rs. 1.5 billion in this endeavour.
"
https://www.themorning.lk/articles/6dLmov7a8TbUgOdYCnrO,07 Aug 2023,Clive Fonseka appointed as CEO/GM of People's Bank,"The Board of Directors of People's Bank announced the appointment of Clive Fonseka as the Chief Executive Officer/General Manager (CEO/GM), effective from 1 August 2023. He has been functioning as the Acting CEO/GM of the bank since 1 January 2023. Fonseka's extensive experience and remarkable achievements in the financial industry make him the ideal candidate to lead People's Bank into the next phase of growth and success.A veteran in the industry, Clive Fonseka is a Fellow of the Institute of Bankers of Sri Lanka and holds an MBA from the Postgraduate Institute of Management at the University of Sri Jayewardenepura. Over the course of his illustrious career spanning 30 years, Fonseka has demonstrated exceptional expertise in Treasury Management, garnering respect from peers and industry experts alike.During his tenure as President of the Association of Primary Dealers from 2018 to 2020, Fonseka showcased outstanding leadership and spearheaded significant contributions to the financial sector. His active involvement in numerous esteemed committees, including the National Payment Council and Financial System Stability Consultative Committee, demonstrates his commitment to the advancement and stability of the financial ecosystem.Fonseka's deep understanding of financial markets and benchmark interest rates led to his pivotal role in the Market Working Group on the Domestic Financial Market Infrastructure Development Project at the Central Bank of Sri Lanka (CBSL). His insights and expertise have been invaluable in shaping the country's financial landscape.Presently, Fonseka serves as a Non-Independent Non-Executive Director at various institutions, including People’s Leasing & Finance PLC, People’s Leasing Property Development Limited, and LankaPay (Pvt) Limited, among others. His involvement in these organisations further underscores his commitment to fostering excellence within the industry.Prior to joining People's Bank in 2002, Fonseka held senior positions at financial institutions such as American Express Bank and Standard Chartered Bank, showcasing his ability to thrive in diverse and challenging environments.In his role as Deputy General Manager at People's Bank since November 2011, Fonseka exhibited exemplary leadership overseeing Foreign Exchange operations, Primary Dealer Unit activities, Investment Banking Unit, and USD and LKR Money Market operations. His astute management of relationships with local and foreign commercial banks and financial institutions significantly contributed to the bank's success.The Board of Directors is confident that under Clive Fonseka's guidance as the CEO/GM, People's Bank will continue to strengthen its position as a premier financial institution, offering innovative solutions and unparalleled service to its customers and stakeholders.
"
https://www.themorning.lk/articles/icxO1s0MvKol3onVK4AL,30 Apr 2023,Grounded aircraft,"Issuing a statement, SriLankan Airlines stated that the media reports on the five grounded aircraft awaiting engine repairs were “misleading” and “incorrect”.  The National Carrier stated: “The aircraft, belonging to the Airbus A320 NEO family, are currently awaiting engines after shop visits, as the global industry faces a shortage of engines and long lead times for engine repairs for this type of aircraft as a result of a technical reliability issue.” SriLankan Airlines thus confirmed that the aforesaid aircraft were not grounded due to a lack of finances, as depicted in news reports.
"
https://www.themorning.lk/articles/sLzw4XjDv9cM13RkzVnt,26 Feb 2023 | By Dr. Sanjay Basu,Is responsible AI synonymous with AI ethics?,"The terms ‘responsible AI’ and ‘AI ethics’ are often used interchangeably, but they refer to two distinct concepts. While both are concerned with ensuring that Artificial Intelligence (AI) is developed and used in a way that is fair, safe, and beneficial to society, they approach this goal from different perspectives.Responsible AI focuses on the practical aspects of implementing ethical principles in the development and deployment of AI systems. It involves creating processes, systems, and tools to ensure that AI is designed and used in a way that aligns with ethical values and considers the potential impacts on society. This area can include things like establishing governance structures, developing ethical guidelines and frameworks, and creating mechanisms for transparency and accountability.AI ethics, on the other hand, refers to the philosophical and moral principles that underlie the development and use of AI. It involves examining the ethical implications of AI technologies, considering the potential consequences of their use, and determining what actions and policies are morally right or wrong. This area can include things like examining the fairness of AI algorithms, considering the potential impact of AI on society and individuals, and determining how to balance the benefits of AI with the potential drawbacks.In short, responsible AI is about creating systems and processes to ensure that AI is developed and used in an ethical manner, while ethics in AI is about understanding and analysing the ethical implications of AI technologies. Both are important for ensuring that AI is used in a way that’s fair, safe, and beneficial to society.Who should be responsible for the development and upkeep of responsible AI?The development and deployment of AI technology have the potential to greatly impact society and the economy, making it a topic of significant debate and discussion. One important question is whether the responsible development of AI should be primarily the responsibility of engineers including the product owners, or whether it should be governed by policy and governance.Some argue that the responsibility for ensuring the responsible development of AI should fall primarily on the shoulders of engineers. These individuals design and build AI systems, and so they have the expertise and knowledge necessary to ensure that these systems are developed in a safe and ethical manner. They can use their knowledge of AI and its capabilities to design systems that avoid bias, protect user privacy, and prevent misuse. Along with engineers, these groups can include other AI professionals too. As my esteemed colleague JR Gauthier states: “Ensuring that an AI system is fair, unbiased, [and] ethical is the responsibility of the product owner, the owner of the AI system. Defining what’s ethical for any AI system is very hard to do and most (if not all) engineers are not trained or skilled to answer that question. It should really be a group made of the product owner, the AI system dev lead, legal counsel, CRO or risk officer, [and more].”On the other hand, others argue that the responsibility for ensuring the responsible development of AI should be the domain of policy and governance. AI technology has the potential to impact society and the economy on a large scale and so it requires oversight and regulation to ensure that its use is safe and beneficial for all. Policymakers and government officials can create regulations and guidelines to ensure that AI is developed and used in a responsible manner and they can hold organisations accountable if they fail to do so.So far, the progress in this space isn’t very satisfactory. Neither any prescriptive steps to create ethical AI or any actionable items have been made.While both engineering and policy and governance have important roles to play in ensuring the responsible development of AI, the responsibility ultimately falls on both to work together to ensure that AI is developed and used in a way that’s safe and beneficial for society. Engineers can use their expertise to design and build AI systems that are safe and ethical, while policymakers and government officials can create regulations and guidelines to ensure that these systems are used in a responsible manner. By working together, we can ensure that AI technology is used to benefit humanity and improve our world.Who should be responsible for AI ethics for industries and society?AI has been growing rapidly in the past few years and with its increasing presence in day-to-day business operations, organisations have started to recognise the need for ethical practices when it comes to how they use AI. As such, several key players have emerged as responsible for developing standards and guidelines for the ethical use of AI within the enterprise.Governments have been involved in the development of AI ethics. Some countries, such as China, have already implemented regulations that govern the use of AI within enterprises. Other countries are beginning to develop their own regulations on how organisations can ethically deploy AI tools to protect consumers and workers. Governments are also taking part in international discussions to ensure that common standards are established on a global level.With governments, individual businesses have also recognised the importance of ethical AI development and usage within their organisations. Companies are now taking steps toward ensuring that their AI systems are following ethical guidelines, such as conducting risk assessments, understanding relevant regulations and laws, and using AI responsibly. Moreover, some organisations have created dedicated ethical committees or positions to oversee the development and deployment of AI technology within their organisations.Numerous non-profits and research institutes are working toward establishing ethical standards for how companies can use AI to protect consumers and employees. These organisations include the Partnership on Artificial Intelligence, the Institute for Human-Centred Artificial Intelligence, and the Responsible AI Initiative. They’re actively researching and developing industry guidelines and creating awareness campaigns to ensure that companies are using AI responsibly.To summarise, governments, businesses, and research organisations have all been involved in the development of ethical standards for how AI can be used within enterprises. This important step helps ensure that businesses are using AI responsibly and protecting consumers and employees.(The writer is a Senior Director and the Head of AIML Solutions and Services [Cloud Engineering] at Oracle)
"
https://www.themorning.lk/articles/Xyd0Uo2HFH6veKFvuVra,26 Nov 2023,Amana Bank’s capital crosses Rs. 20 b,"Amana Bank has announced to the Colombo Stock Exchange that it has concluded the rights issue after raising Rs. 6 billion and successfully achieving its objectives by meeting the enhanced minimum capital requirement in line with latest regulatory directions to the banking industry. The rights issue saw existing shareholders and new investors, featuring strong foreign, corporate, and HNW participation.The rights issue led to an inflow of foreign investments amounting to approximately $ 5 million, thereby taking the total investment of the principal shareholder, the AAA rated IsDB Group, in excess of $ 25 million, demonstrating its continued confidence in Amana Bank and Sri Lanka despite the challenging circumstances. The bank has previously been recognised by the Central Bank with the Global Commerce Excellence Award for bringing in foreign investments during the most challenging times for the country. Having commenced acquiring Amana Bank shares since 2021, Senthilverl Holdings, through its strong participation in the rights issue, has consolidated its position as the second largest shareholder of Amana Bank. Navigating through a multitude of external challenges, Amana Bank has demonstrated robust resilience over the last few years, resulting in continuous upward performance. Owing to this positive performance trend, Amana Bank has declared six successive annual dividends, demonstrating the bank’s commitment to deliver value to its shareholders. The bank recorded its best ever annual PBT in 2022, which has been exceeded already within the first nine months of 2023, with the bank expecting the trend to continue. The continued acceptance of its people-friendly banking model resulted in Amana Bank being one of the fastest banks to surpass the Rs. 100 billion mark in total assets in 2020, which now, along with the rights issue proceeds, stands in excess of Rs. 150 billion. Expressing his gratitude, Amana Bank Chairman Asgi Akbarally stated: “We are profoundly grateful for the support demonstrated by our valued shareholders towards raising Rs. 6 billion through the rights issue, especially in the context of challenging economic circumstances. Their trust and confidence in our vision have contributed significantly to meet the regulatory minimum capital and fortify our capital adequacy levels. With this success, Amana Bank is well poised for the next phase of its growth, while continuing to reward its valued shareholders.” Echoing these sentiments, Amana Bank Managing Director/CEO Mohamed Azmeer said: “Successfully undertaking a rights issue during a challenging market environment is a testament to the unwavering trust and support of our existing shareholders, while also demonstrating the confidence of new investors in our unique model and performance. The fresh capital infusion has placed us on a stable launch pad for future growth, allowing us to expand our core business while capitalising on promising opportunities to ensure optimal shareholder value in gratitude for their investment.”
"
https://www.themorning.lk/articles/pI6WYCgfYepsZaBa00lF,16 May 2023,HNB after-tax profit reaches Rs. 6.9 billion,"Hatton National Bank PLC has posted a PBT of Rs. 10.7 billion, up 80% YoY, while PAT stood at Rs. 6.9 billion in the first quarter, growing 42% YoY. The Group made a consolidated PBT and PAT of Rs. 11.3 billion and Rs. 7.3 billion respectively. Commenting on the first quarter performance, Aruni Goonetilleke, Chairperson of Hatton National Bank PLC, stated that “Despite the country still reeling from last year’s economic, social and political disruptions, the Bank recorded a solid performance for the first three months of 2023, reflecting our steadfast focus, prudent decision making and agility in the face of changes. Although uncertainties prevail, the positive developments on the country’s macroeconomic front are encouraging, and I would like to reiterate our unwavering commitment to safeguarding the interest of our stakeholders and supporting the economic recovery.”Relatively high interest rates compared to Q1 2022, facilitated the Bank to report a net interest income of Rs. 31.6 billion during 1Q 2023, reflecting an 87% YoY growth. With higher card volumes coupled with an increased adoption of our digital services, net fee and commission income grew by 31% YoY to Rs. 4.2 billion. The positive sentiments brought on by the IMF programme and the improved foreign exchange liquidity, gave way to a partial relaxation of foreign exchange controls. This led to the appreciation of the Sri Lankan rupee by approx. 10% during the three months up to March 2023. This resulted in the Bank recording a net exchange loss of approximately Rs. 2 billion for the quarter due to revaluation losses.  Despite vulnerabilities in the operating income, the Bank was able to maintain one of the best asset quality positions in the industry, with the net stage III loan ratio at 3.8% and stage III provision cover at 55.5% as at end March 2023. Having made significant provisions on account of impairment in 2022, the Bank made a total impairment of Rs. 11.4 billion for the quarter. This consisted of impairment on loans and advances and other off-balance sheet exposures of Rs. 6.7 billion, and impairment of Rs. 4.7 billion on foreign currency denominated government securities. Operating expenses increased by 26% in 1Q 2023, driven largely by the impact of the higher inflation compared to the corresponding period of 2022. However, growth in income outperformed that of cost, translating to a cost-to-income ratio of 26% for the first quarter of 2023. Hatton National Bank PLC Managing Director and Chief Executive Officer Jonathan Alles noted: “Following an unprecedented year mired in challenges, with the banking sector wrestling with multiple headwinds, we are pleased to see HNB’s performance in the first quarter of 2023. Securing the IMF Extended Fund Facility will bring in the much-needed credibility to restore investor confidence, allowing Sri Lanka to gradually regain access to foreign capital markets. Moving forward, it is imperative that the debt restructuring framework is finalised, ensuring that the stability of the financial sector is safeguarded.”“In the current backdrop, our prime focus has been on managing asset quality, capital and liquidity levels. The success of our delivery is reflected in our above par indicators. We have continued to stand by our customers. supporting them through extremely difficult times to stay afloat and we look forward to supporting their growth, as the operating environment improves further. The pandemic led to a shift towards online channels and this enabled an exponential growth in our digital adoption levels. We expect to see further growth as we continue to add value to our digital banking platforms for our retail as well as wholesale banking clients.”“The foundation of HNB’s success rests with our people and I am truly grateful to be part of a fantastic team with unwavering dedication. While the road ahead may not be smooth, we look forward to the opportunities that arise with optimism.”The effective tax rate for the quarter increased to 36% from 19% in Q1 2022 mainly due to the increase in corporate tax rate from 24% to 30% and introduction of social security contribution levy with effect from October 2022. Since December 2022, the asset base grew to Rs. 1.7 Trillion as at end 1Q 2023. As a result of low demand for credit due to high interest rates and a stronger Rupee, the Bank’s gross loan book dropped by 4% to Rs. 1.0 Trillion during the quarter. On the other hand, Bank deposits continued its growth trajectory, expanding by Rs. 29 billion to reach Rs. 1.4 Trillion. The Bank reported Tier I and Total Capital Adequacy Ratios of 11.41% and 14.43% against the minimum statutory requirements of 9.5% and 13.5% respectively. The Bank has provision to draw down further up to 250 bps on the capital conservation buffer under the concessions granted by the Central Bank of Sri Lanka. HNB’s liquidity levels also continued to be strong and well above the regulatory minimum requirements, with Statutory Liquid Assets and all currency Liquidity Coverage ratios at 39.31% (vs. a 20% requirement) and 353.42% (vs. a 100% requirement) respectively.
"
https://www.themorning.lk/articles/hl3KSq04fzVwBUEmKy55,07 Apr 2023,Binance loses licence in Aussie,"The Australian Securities and Investments Commission (ASIC) has cancelled Binance Australia's derivatives licence, according to a press release on Thursday.Binance Australia, an arm of the world's largest crypto exchange by trade volume, has been ordered by the regulator to close all client's open derivatives positions by 21 April.ASIC has been conducting a targeted review of Binance's businesses, the press release said.“It is critically important that AFS licensees classify retail and wholesale clients in accordance with the law. Retail clients trading in crypto derivatives are afforded important rights and consumer protections under financial services laws in Australia, including access to external dispute resolution through the Australian Financial Complaints Authority,"" ASIC Chair Joe Longo said.Longo added that ASIC supports a regulatory framework for crypto in Australia, insisting that the final decision lies with the government.Binance found itself in hot water with regulators last week, with the US Commodity Futures Trading Commission (CFTC) filing a lawsuit against the exchange over allegedly operating derivatives products in America.In a statement, Binance Australia said that it was “winding down” its derivatives product to ""pursue a more focused approach."" Former Binance Australia CEO Leigh Travers, who stepped down from his role on 10 March, said in December that the exchange had over one million users in an interview with The Sydney Morning Herald.(coindesk.com)
"
https://www.themorning.lk/articles/g5xmTjOwUHfnn1XOrXUC,29 Jan 2023,A basketful of issues,"Sri Lanka is one of the oldest tea producing nations with a presence spanning over 150 years in the industry. With a global market share of 5%, Sri Lanka is also one of the largest tea producers, but its recent performance has been somewhat murky.Manufacturers remain concerned about a number of issues that could possibly dampen Ceylon Tea’s global significance further. The fertiliser issue is the biggest concern as the Government’s move to ban the import of chemical fertilisers had a negative impact on the sector. Climate change is considered the biggest issue facing the industry. A study by the Dilmah Conservation Centre for Climate Change Research and Adaptation points out that a number of climatic parameters such as rainfall, maximum and minimum temperature, sunshine hours, relative humidity, and wind velocity affect tea yield, quality, and the growth of pruned tea.According to the Food and Agriculture Organization (FAO) of the United Nations, increased temperature could cause soils to dry, which in turn reduces yields. The organisation suggests that newly suitable land areas need to be found when the situation becomes extreme.Further, with factories adding sugar and glucose in the process of tea production, another concern is that a number of companies are involved in the adulteration of tea.Making matters worse, tea yields have been on the decline due to the low tea replanting rate and lack of infilling. Sri Lanka requires a minimum of 2% capacity of its total tea production to be replanted annually, but currently, barely 1% is replanted. Despite the higher costs, tea replanting works as a solution to soil erosion in tea estates. The next major concern for manufacturers is the cost of production in the industry. Due to the high cost of production, companies are finding it difficult to pay wages to their workers.Being the largest agricultural product in the country’s export basket, the tea industry has been contributing significantly to Sri Lanka’s overall foreign exchange earnings. The industry consists of players at all levels from large-scale plantations to smallholders.Ceylon Tea, which has long been part of the nation’s pride, is gradually losing its global market share. Kenya was once behind Sri Lanka but has now surpassed even India, becoming the world’s largest tea exporter.A competitive environment and timely and prompt adaptation of long- and short-term strategies should certainly be called for to address the issues listed above and many others that prevail in the industry, as these have the potential to push Sri Lanka further down the list of global exporters of tea.
"
https://www.themorning.lk/articles/V9ZHc3klp4SqOiMKvHta,21 Feb 2023,"Australia keen to invest in SL’s mining, energy, and agriculture sectors","With Australian companies increasingly eager to explore investment opportunities in Sri Lanka, trade and investment promotion and facilitation activities can play a vital role in fast-tracking foreign direct investment, High Commissioner (HC) for Australia in Sri Lanka Paul Stephens stated at a recent meeting at the Ceylon Chamber of Commerce.Stating that Australian companies are keen to invest in industries such as mining, renewable energy, and agriculture among others, with many companies currently at various stages of the investment process, HC Stephens said that facilitating such investment would encourage more interest in Sri Lanka as a viable investment destination.Responding to the High Commissioner’s suggestions, Chairman of the Ceylon Chamber of Commerce Vish Govindasamy highlighted several of the Ceylon Chamber’s trade facilitation and promotion initiatives. These include the 19 dedicated Business Councils of the Chamber representing 34 countries, that promote and facilitate cross border trade and investment, including organising bilateral trade delegations, signing Memoranda of Understanding (MoUs) with Chambers of commerce and industry across the globe, including in Australia, and business matchmaking and linkage services. In addition, the Ceylon Chamber also works closely with trade and investment related government institutions to contribute towards an investor friendly environment.Expressing appreciation for and committing to work towards enhancing the positive trade relationship between Australia and Sri Lanka, Govindasamy also thanked the Government and the people of Australia for the support shown to Sri Lanka during the current economic challenges.
"
https://www.themorning.lk/articles/5UKR417HgOtEycRrLqOW,09 May 2024,CA extends SO on New Nawaloka Med. Centre's asset sale,"The Court of Appeal (CA) has dismissed objections by Hatton National Bank (HNB PLC) against a previous order preventing the bank from seizing assets belonging to New Nawaloka Medical Centre (Pvt.) Ltd. The lengthy interim order, issued recently , extends the stay on the Parate execution until the final court decision is reached.This development follows New Nawaloka Medical Centre's challenge to HNB's attempt to auction hospital premises over a disputed loan of Rs.600 million. In March, the CA issued a temporary injunction preventing HNB from taking such action against New Nawaloka Medical Centre Ltd., a subsidiary of Nawaloka Hospitals PLC.Following this, Nawaloka Hospitals issued a statement reassuring stakeholders of their financial capacity to meet loan obligations without impacting operations or commitments.
"
https://www.themorning.lk/articles/WaLnWUvn1jpTLzBgwwqT,15 Oct 2023,Securing food security,"World Food Day falls on 16 October. In Sri Lanka, food security has been a topic of discussion for a considerable period of time, especially gaining prominence during the Covid-19 pandemic. During that period, there was confusion between food security and self-sufficiency. Instead of focusing on ensuring food security, the emphasis was placed on self-sufficiency, with the belief that all food consumed in Sri Lanka should be produced within the country. There were even discussions among Sri Lankans about shifting from using lentils (dhal) to locally-grown maize.After approximately two years, when we assess the Global Food Security Index report, Sri Lanka is ranked 79th out of 113 countries. Food security isn’t solely about achieving self-sufficiency by producing all the food within the country; it encompasses the affordability, availability, quality and safety, as well as a nation’s exposure and resilience to natural resource risks.Prior to the inclusion of the natural resources and resilience component, Singapore led the Global Food Security Index. However, after adding this component in 2022, Singapore dropped to the 28th position, with Finland now topping the Index. India is in the 68th position, Nepal in the 74th position, and Bangladesh in the 80th position, just one spot below Sri Lanka.Due to the economic crisis, characterised by high inflation rates, particularly in food prices, the number of people who were food insecure exceeded six million. This number has now decreased to less than four million, emphasising the significant role economic stability plays in ensuring people’s food security.Sri Lanka’s food security has always been a challenge due to economic policies that have been against market dynamics. Monetary instability resulting from the unfettered levels of money printing led to food inflation, affecting the affordability of food. The Government’s imposition of price controls led to shortages of protein sources such as eggs and chicken, further impacting the availability of food. Additionally, the Government imposed a Special Commodity Levy (SCL) on selected food items as a protectionist measure, maize being a prime example, driving up prices. Maize is a key raw material for the aquaculture and poultry industries. Price volatility in maize also affects the prices of poultry products and other locally consumed protein sources, sometimes impacting the competitiveness of our agricultural exports. The Government’s approach, whether through higher tariffs or import bans, is equally detrimental. Our food security structure is simply unsustainable, with weak and unpredictable supply chains and inconsistent policies.Ensuring food security involves addressing both macro and micro issues. A holistic approach, taking into account land rights, is essential. The documentary recently released by the Advocata Institute titled ‘Land, Freedom and Life’ highlights the challenges faced by farmers due to the absence of land rights, hindering their access to capital or technology to enhance productivity.In addition to land rights, water management is another critical aspect that needs serious consideration. Currently, our water usage in paddy cultivation is unsustainable. We consume approximately 1,400 litres of water to produce 1 kg of rice. Even if we price a litre of water at 50 cents, the cost of the rice we consume would significantly surpass current prices. With the challenges posed by climate change, future water availability cannot be guaranteed. Despite the number of people experiencing food insecurity declining, our approach in food production is not sustainable. Another local or global shock could easily set us back.The Government has attempted various approaches such as providing subsidies for farmers, free meals for school children, and free nutritional packages for women during maternity. However, in order to truly  address Sri Lanka’s food security crisis, a multifaceted approach is required. This should begin with macroeconomic stabilisation, providing land titles for farmers and agro-companies to enhance agricultural productivity, reducing labour costs in agriculture, recognising the interconnectedness of markets, and allowing market forces to operate.Until these issues are resolved, World Food Day will remain a day for discussing problems without implementing solutions.
"
https://www.themorning.lk/articles/Jzdl7VFUlP5qdrLEGlKg,13 Feb 2023,Dialog loses Rs. 8.2 bn in last quarter,"Dialog Axiata has recorded a loss of about Rs. 8 billion in the quarter that ended December 2022 due to write-offs and higher energy and finance costs.Annual forex losses were Rs. 30.2 billion. Administrative costs rose to Rs. 19.9 billion from Rs. 5.9 billion.In the quarter ending December 2022, Dialog Axiata revenues rose to Rs. 50.9 billion from Rs. 37.1 billion, direct costs rose to Rs. 35 billion from Rs. 20.5 billion and gross profits fell to Rs. 15.9 billion from Rs. 16.5 billion.Dialog reported losses of Rs. 1.01 per share for the quarter. In the year that ended in December 2022, the group reported losses of Rs. 4.04 per share on total losses of Rs. 33 billion.Dialog Axiata had invested Rs. 52 billion in high-speed broadband and other infrastructure. The group had contributed Rs. 35.7 billion in taxes to the Government.
"
https://www.themorning.lk/articles/HN3bY8GuJ2Rs0PJgJlUz,12 Oct 2023,CCC stresses importance of digital ID,"The Ceylon Chamber of Commerce (CCC) together with industry stakeholders, stresses the importance of implementing a digital ID system to propel the transformation of the Sri Lankan economy. As a foundational pillar of a digital Economy, the digital ID holds immense potential to play an integral role in reshaping economic revival, safeguarding vulnerable communities with effective benefit transfers, enhancing tax revenues, and accelerating development.“We believe that the implementation of the digital ID is an absolute necessity for our nation's growth and prosperity. It is the catalyst that will usher Sri Lanka into a new era of a digital economy, ensuring we remain competitive on the global stage,” the Chamber said in a recent media release.CCC Chairman Duminda Hulangamuwa emphasised that the provision of a distinctive digital identity for both citizens and businesses through the digital ID not only streamlines processes and enhances compliance, but also drives efficiency in Governmental transactions. The CCC also urged the Government to expedite and finalise this crucial initiative.  Valuable lessons can be drawn from the experiences of nations such as India, Singapore, Thailand, and Kenya which have made significant strides by investing in comprehensive digital ecosystems encompassing digital ID, digital payments, and broadband infrastructure. These countries exemplify how robust digital public infrastructure can accelerate economic growth and enhance global competitiveness.The Federation of Information Technology Industry Sri Lanka (FITIS) and the Sri Lanka Association for Software Services Companies (SLASSCOM) further stressed the imperative need to fast-track the implementation of the digital ID. “The digital ID is the baseline for all digital transformation in the country, encompassing both the Government and the private sector”, FITIS Chairman Indika de Zoysa stated. Meanwhile, SLASSCOM Chairman Jehan Perinpanayagam encouraged “authorities to expedite the implementation of this project, as it is very much in line with the vision of a digital economy shared by the President, and will be vital in the reform agenda, preventing fraud and mismanagement, widening the tax base, and improving efficiencies for all citizens”.According to the statement, the CCC is committed to facilitating a digitally progressive Sri Lanka, and is keen to collaborate with the Government and other ecosystem stakeholders to create an enabling environment for the implementation of the digital ID.
"
